record_no,event_id,continent,country,location,event_name,event_date,event_year,event_summary,cause,impact,source_url,latitude,longitude,coordinate_meaning,coordinate_precision,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,source_grade,verification_status,status_group,source_location_notes,source_dataset,collection_path,supplementary_url,primary_source_count,source_url_access_status,supplementary_url_access_status,retrieval_date,event_group_id,independent_event_count,heatwave_evidence,cause_completeness,population_count_2020,population_density_2020_per_km2,heatwave_days_7d,heatwave_max_t2m_c,heatwave_p90_t2m_c,heatwave_degree_days_c,heatwave_score_0_100,gee_enrichment_status
133,HRF-0133,非洲,Nigeria,"NECOM House, Marina, Lagos Island, Lagos State, Nigeria",NECOM House top-floor fire,2015-12-08,2015,NECOM House最高层发生电气火灾，被工作人员和消防部门迅速扑灭。,顶部楼层电缆电气火花；可燃废旧物品加剧火势。,无死亡、无严重建筑损坏报道。,https://www.vanguardngr.com/2015/12/nitel-building-fire-caused-by-electrical-sparks/,6.449,3.398,事件/建筑近似点（候选来源提供）,event_or_building_approximate,skyscraper office fire,office / telecommunications,32 storeys / about 160 m,未检索到,completed 1979,0,0,,B,confirmed_highrise,严格确认,报道明确32层和顶部起火；Skyscraper Center列建筑为32层、约160米。,区域代理-欧洲非洲,区域代理-欧洲非洲,,1,受限(403),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
134,HRF-0134,非洲,South Africa,"Bank of Lisbon Building, Johannesburg CBD, Gauteng, South Africa",Bank of Lisbon Building fire,2018-09-05,2018,约23层政府办公高楼持续燃烧三天，三名消防员死亡，建筑随后因不安全被爆破拆除。,最终起火原因未确定。,3名消防员死亡、多人受伤；建筑严重受损并于2019年拆除。,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,-26.205,28.043,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise office fire,government offices,23 storeys / 101 m,未检索到,older office building,3,,,B,confirmed_highrise,严格确认,CTIF报告明确23层、101米、3名消防员死亡和后续拆除；日期在个别来源有5/6日差异，按起火日5日记录。,区域代理-欧洲非洲,区域代理-欧洲非洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
135,HRF-0135,非洲,South Africa,Johannesburg,Bank of Lisbon building fire,2018-09-06,2018,"Bank of Lisbon building高层建筑火灾；建筑高度记录为 108 m。死亡人数：3。Building demolished/Imploded on November 24, 2019",未检索到/待核实,"死亡人数：3。Building demolished/Imploded on November 24, 2019",https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,-26.20227,28.04363,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,office/government,108 m,未检索到,未检索到,3,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
136,HRF-0136,非洲,Nigeria,"World Trade Centre, Central Business District, Abuja, FCT, Nigeria",Abuja World Trade Centre fire,2020-07-13,2020,Abuja世界贸易中心上部楼层发生小范围火灾，建筑自动高压喷淋系统将其扑灭。,未确定；起火位置接近顶部设备竖井。,无已报告伤亡；损伤范围较小，建筑被称保持安全完整。,https://www.thecable.ng/fire-breaks-out-at-abuja-world-trade-centre/,9.0579,7.4951,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise office fire,office / mixed-use tower,24 floors in owner statement; contemporaneous report says over 30 floors,未检索到,newer high-rise complex,0,0,,B,confirmed_highrise_floor_count_recheck,严格确认,TheCable称两栋楼均超过30层；业主后续报道涉及一栋24层楼，层数口径有矛盾，需核具体塔楼。,区域代理-欧洲非洲,区域代理-欧洲非洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
137,HRF-0137,非洲,Sudan,Khartoum,Greater Nile Petroleum Oil Company Tower fire,2023-09-17,2023,Greater Nile Petroleum Oil Company Tower高层建筑火灾；建筑高度记录为 65.72 m。死亡人数：?。Occurred during War in Sudan (2023),未检索到/待核实,死亡人数：?。Occurred during War in Sudan (2023),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,15.55177,32.53241,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,65.72 m,未检索到,未检索到,,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
138,HRF-0138,非洲,Egypt,"Ramses Central, Cairo, Cairo Governorate, Egypt",Ramses Exchange fire,2025-07-07,2025,开罗市中心10层电信枢纽7层设备区域起火并向其他楼层蔓延，造成全国通信和交易中断。,7层电信设备房/运营大厅起火；确切点火原因未公布。,4人死亡、27人住院；全国网络连接降至正常约62%，航班和证券交易受影响。,https://apnews.com/article/2675a5740d566e11cd4f2c80354da61c,30.0626,31.2461,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise infrastructure / office fire,telecommunications / office,10 storeys; fire began on 7th floor,未检索到,landmark older telecom building,4,27,,A,confirmed_10_storeys_threshold_review,确认但有待复核字段,AP后续报道确认10层、4死27伤及通信影响；10层是否纳入高层由最终阈值决定。,区域代理-欧洲非洲,区域代理-欧洲非洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
139,HRF-0139,非洲,Nigeria,"Afriland Towers, Broad Street, Lagos Island, Lagos State, Nigeria",Afriland Towers fire,2025-09-16,2025,商业办公楼地下室逆变器房起火，浓烟沿楼内迅速传播并封阻疏散路线。,地下室逆变器房起火；浓烟和高温迅速扩散。,10人因烟气吸入死亡；部分人员砸窗跳楼逃生，企业运营中断。,https://www.channelstv.com/2025/09/20/afriland-publishes-detailed-faqs-on-towers-fire-incident/,6.4494,3.397,事件/建筑近似点（候选来源提供）,event_or_building_approximate,multi-storey commercial office fire,commercial offices / bank / tax offices,6-7 storeys,未检索到,未检索到,10,,,B,exclude_if_threshold_ge_10_storeys,边界/建议排除,业主FAQ和政府发布确认起火房间、死亡机制和10名死者；楼层有6层和7层两种报道，严格高层阈值下可能排除。,区域代理-欧洲非洲,区域代理-欧洲非洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
140,HRF-0140,非洲,Nigeria,"Great Nigeria Insurance House, Martins Street, Lagos Island, Lagos State, Nigeria",Great Nigeria Insurance House fire,2025-12-24,2025,25层高层商用建筑4层起火并广泛破坏楼内商品及相邻物业。,火源位于4层；截至所用来源，最终点火原因未明确。,8人死亡、13人获救；建筑和周边商业严重受损，区域封锁搜救。,https://www.channelstv.com/2026/01/02/lagos-govt-confirms-eight-deaths-at-gni-building-fire/,6.454,3.392,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise commercial fire,commercial / trading and storage,25 storeys,未检索到,same older building affected by 2013 fire,8,,13,B,confirmed_highrise,严格确认,Channels TV引用拉各斯州长确认25层、8死和13名获救者；同址2013年火灾为独立事件。,区域代理-欧洲非洲,区域代理-欧洲非洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
141,HRF-0141,北美洲,United States,"World Trade Center site, New York City, New York",September 11 World Trade Center high-rise fires,2001-09-11,2001,"Hijacked aircraft struck 1 and 2 World Trade Center, igniting multi-floor fires; both 110-storey towers collapsed. Debris caused secondary fires and severe damage in 7 World Trade Center, 90 West Street and 130 Cedar Street.",Deliberate aircraft impacts during the September 11 attacks; debris-related secondary fires in nearby high-rises,"The twin towers and 7 World Trade Center collapsed. CTIF lists 2,312 deaths for the 1/2 WTC high-rise entry, 2 for 90 West Street, and 0 for 7 WTC and 130 Cedar Street; these are building-entry figures, not the total 9/11 death toll.",https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,40.7118,-74.0131,World Trade Center site representative point,unspecified,high-rise building fire,office / mixed high-rise complex,multiple buildings: 110-storey twin towers; 47-storey 7 WTC; 23-storey 90 West; about 22-storey 130 Cedar,未检索到,completed 1931; older building,,,,A2,confirmed,严格确认,CTIF Table 8.0-10 verifies the high-rise event. Same September 11 disaster as other WTC rows.；主表按一次复合事件合并，建筑级原始记录保留在原始候选表。,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,GRP-20010911-WTC,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
142,HRF-0142,北美洲,United States,"Arlington County, Virginia",The Pentagon fire,2001-09-11,2001,Part of the September 11 attacks. Caused damaged at the southwestern side from one hijacked airliner Flight 77 of the impact and partial collapse.,未检索到/待核实,Part of the September 11 attacks. Caused damaged at the southwestern side from one hijacked airliner Flight 77 of the impact and partial collapse.,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,,,未提供坐标,unspecified,高层建筑火灾,未检索到,23 m,未检索到,未检索到,125,,,C,exclude_lowrise_borderline_23m_five_storeys,边界/建议排除,height=23 m; listed in high-rise fire table；aggregate list is not sufficient for final inclusion; verify height/floors and event details with cited event or building source；建筑仅约5层，虽高度约23 m，建议从高层建筑分析排除。,Wikipedia dynamic high-rise list (candidate discovery),批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,invalid_coordinate_or_date
143,HRF-0143,北美洲,United States,"Clearwater, Florida",Clearwater condominium high-rise fire,2002-06-28,2002,A condominium high-rise fire in Clearwater listed by CTIF caused fatalities and injuries.,not established in the consulted compendium,CTIF lists 2 deaths and 5 injuries.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,27.9659,-82.8001,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,residential condominium,high-rise; exact building/floor count unresolved,未检索到,unknown,2,5,,A2,candidate_needs_height_detail,候选待核实,"CTIF Table 8.0-10 verifies date, city and casualties, but the building identity and height still need a second source.",区域代理-美洲,区域代理-美洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
144,HRF-0144,北美洲,United States,"Chicago, Illinois",Cook County Administration Building fire,2003-10-17,2003,A fire on the 12th floor of a 35-storey government office building filled stairways with smoke.,Fire began on shelving in a storage room beneath a ceiling light fixture; exact ignition details investigated,6 deaths; several injuries; smoke spread into locked stairways.,https://www.nist.gov/el/fire-research-division-73300/firegov-fire-service/video-cook-county-administration-building-fire,41.8833,-87.6302,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,government office,35 floors,未检索到,completed 1964; older unsprinklered high-rise,6,7,,A1,confirmed,严格确认,"NIST and Cook County records independently verify the date, use, floor count and six deaths; CTIF lists 7 injuries.",List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://www.chicagotribune.com/2003/10/18/6-die-in-loop-blaze/,3,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://www.chicagotribune.com/2003/10/18/6-die-in-loop-blaze/ => 受限(403),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
145,HRF-0145,北美洲,United States,"Chicago, Illinois",LaSalle Bank Building fire,2004-12-07,2004,Fire originated on the 29th floor of a 45-storey downtown office tower.,under investigation in contemporary reports,"No deaths; CTIF lists 25 injuries, while CBS/AP reported 37 hurt.",https://www.cbsnews.com/news/37-hurt-in-chicago-skyscraper-fire/,41.881,-87.632,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,office/bank,45 floors; 163.1 m,未检索到,completed 1934; older high-rise,0,25,,B1,confirmed,严格确认,CTIF Table 8.0-10 verifies the entry; casualty discrepancy is retained rather than silently harmonized.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://www.chicagotribune.com/chi-0412070131dec07-story.html,3,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://www.chicagotribune.com/chi-0412070131dec07-story.html => 受限(403),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
146,HRF-0146,北美洲,United States,"New York City, New York",Belaire Apartments aircraft-impact fire,2006-10-11,2006,A small aircraft struck the 50-storey residential tower and ignited a fire.,small aircraft collision,2 deaths and 21 injuries listed by CTIF.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,40.7684,-73.9557,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,residential,50 floors; 156 m,未检索到,completed 1988,2,21,,A2,confirmed,严格确认,CTIF Table 8.0-11 verifies city/date/casualties; high-rise list supplies height and cause.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
147,HRF-0147,北美洲,United States,"New York City, New York",Deutsche Bank Building fire,2007-08-18,2007,Fire occurred in a damaged office high-rise while it was being dismantled after 9/11 damage.,smoking materials were identified in investigations,2 firefighter deaths; CTIF lists 115 injuries.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,40.7108,-74.0138,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,former office; under deconstruction,about 39-41 floors; 157.6 m,未检索到,completed 1974; severely damaged and being dismantled,2,115,,A2,confirmed,严格确认,CTIF Table 8.0-11 verifies the event; building status and height are corroborated by the high-rise list.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
148,HRF-0148,北美洲,United States,"Atlantic City, New Jersey",Water Club Tower construction fire,2007-09-23,2007,A facade/construction fire affected the 44-storey hotel tower while it was being built.,construction-related ignition; exact cause needs primary report,No deaths; facade-fire list records no injuries.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,39.3786,-74.4351,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,hotel; under construction,44 floors; 125.4 m,39,under construction,0,0,,A2,confirmed,严格确认,CTIF Table 8.0-11 and facade-fire list independently identify the same event.,List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery) | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://doi.org/10.1007%2F978-1-4939-2898-9_4 | https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,4,可访问(200),https://doi.org/10.1007%2F978-1-4939-2898-9_4 => 可访问(200) | https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
149,HRF-0149,北美洲,United States,"Las Vegas, Nevada",Monte Carlo Resort and Casino facade fire,2008-01-25,2008,Exterior fire affected upper floors of the 32-storey hotel-casino tower.,welding operations were reported as the likely ignition source,No deaths; CTIF lists 13 injuries.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,36.1031,-115.1765,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,hotel/casino,32 floors; about 110 m,4,opened 1996,0,13,,A2,confirmed,严格确认,CTIF Table 8.0-11 verifies the event; facade-fire list confirms external spread.,List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery) | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://doi.org/10.1007%2F978-1-4939-2898-9_4 | https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,4,可访问(200),https://doi.org/10.1007%2F978-1-4939-2898-9_4 => 可访问(200) | https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
150,HRF-0150,北美洲,Mexico,"Mexico City, Mexico City",Torre Ejecutiva Pemex explosion and fire,2013-01-31,2013,An explosion and fire damaged the 14-storey annex of the 54-storey Pemex headquarters complex.,gas accumulation/explosion reported by investigation,CTIF lists 37 deaths and 121 injuries; substantial annex damage.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,19.438,-99.174,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,office/headquarters,54-storey main tower; 214 m; 14-storey annex affected,未检索到,completed 1984,37,121,,A2,confirmed,严格确认,CTIF Table 8.0-12 verifies date/city/casualties. Fire affected the annex but belongs to a high-rise complex.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/Torre_Ejecutiva_Pemex_explosion,3,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/Torre_Ejecutiva_Pemex_explosion => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
151,HRF-0151,北美洲,United States,"New York City, New York",The Strand condominium fire,2014-01-05,2014,A three-alarm fire began in a 20th-floor apartment of the 41-storey condominium.,ruled accidental; exact ignition item not established in consulted source,1 death and at least 1 critical injury.,https://www.cbsnews.com/newyork/news/3-alarm-blaze-breaks-out-on-west-side/,40.7603,-73.9954,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,residential condominium,41 floors,未检索到,completed 1989,1,1,,B1,confirmed,严格确认,"CBS reports the date, address, 20th-floor origin and fatality; CTIF independently lists the event.",List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://www.nytimes.com/2014/01/06/nyregion/fire-at-manhattan-high-rise-injures-two.html,3,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://www.nytimes.com/2014/01/06/nyregion/fire-at-manhattan-high-rise-injures-two.html => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
152,HRF-0152,北美洲,United States,New York City,One57 fire,2014-03-14,2014,"One57高层建筑火灾；建筑高度记录为 306 m。死亡人数：0。Fire broke out in the loading dock, then spread to the courtyard and a neighboring property.",未检索到/待核实,"死亡人数：0。Fire broke out in the loading dock, then spread to the courtyard and a neighboring property.",https://www.dnainfo.com/new-york/20140316/midtown/fire-breaks-out-at-problematic-one57-construction-site,40.71427,-74.00597,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,306 m,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
153,HRF-0153,北美洲,United States,"New York City, New York",One57 loading-dock fire,2014-03-15,2014,A fire at the base/loading area of the 75-storey tower spread into a courtyard and adjacent property.,not established in the consulted compendium,No deaths listed by CTIF.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,40.7653,-73.9792,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,residential tower; construction-phase context,75 floors; 306 m,未检索到,completed 2014,0,,,A2,confirmed_fire_at_highrise_base,严格确认,"CTIF Table 8.0-12 verifies the high-rise event. Fire was at the base, so retain a spatial-scope flag.",区域代理-美洲,区域代理-美洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
154,HRF-0154,北美洲,United States,"Castle Hills, Texas",The Wedgwood senior-apartment fire,2014-12-28,2014,A fire in an 11-storey senior living high-rise caused extensive smoke spread.,not established in consulted source,5 deaths; injury count unresolved.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,29.5252,-98.5148,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,senior residential,11 floors; about 30 m,未检索到,older building; built in the 1960s,5,,,A2,confirmed,严格确认,CTIF Table 8.0-12 verifies date/city/deaths and high-rise classification.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://www.cbsnews.com/news/at-least-five-killed-in-blaze-at-senior-apartments-in-san-antonio/,3,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://www.cbsnews.com/news/at-least-five-killed-in-blaze-at-senior-apartments-in-san-antonio/ => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
155,HRF-0155,北美洲,United States,"Las Vegas, Nevada",Cosmopolitan of Las Vegas pool-deck fire,2015-07-25,2015,Cabanas and artificial vegetation burned on a high outdoor pool deck of the hotel tower.,unknown/undetermined in consulted sources,No deaths; 2 smoke-inhalation injuries listed by CTIF.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,36.1099,-115.1745,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,hotel/casino,52 floors; about 184 m,未检索到,opened 2010,0,2,,A2,confirmed_fire_on_highrise_podium,严格确认,CTIF Table 8.0-13 verifies the event. Fire was on a pool deck rather than within occupied floors.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://abcnews.go.com/US/fire-rages-cosmopolitan-hotel-las-vegas/story?id=32685666 | https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,3,可访问(200),https://abcnews.go.com/US/fire-rages-cosmopolitan-hotel-las-vegas/story?id=32685666 => 可访问(200) | https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
156,HRF-0156,北美洲,United States,"Chicago, Illinois",John Hancock Center 50th-floor fire,2015-11-21,2015,A two-alarm fire broke out on the 50th floor of the 100-storey mixed-use tower.,not established in consulted source,No deaths; CTIF lists 5 injuries.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,41.8988,-87.623,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,mixed office/residential/observation,100 floors; 344 m roof / 457 m antenna,未检索到,completed 1969,0,5,,A2,confirmed,严格确认,"CTIF Table 8.0-13 verifies the date, building and casualties.",List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
157,HRF-0157,北美洲,United States,"Honolulu, Hawaii",Marco Polo condominium fire,2017-07-14,2017,Fire started on the 26th floor of a 36-storey condominium and spread to additional floors.,undetermined,"4 deaths, 13 injuries and more than 200 units damaged or affected.",https://en.wikipedia.org/wiki/Marco_Polo_condo_fire,21.2883,-157.826,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,residential condominium,36 floors; 118.8 m,未检索到,completed 1971; older unsprinklered high-rise,4,13,,B1,confirmed,严格确认,Dedicated page and CTIF Table 8.0-13 agree on date and 4 deaths/13 injuries; the generic high-rise list displayed an outdated 3-death count.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
158,HRF-0158,北美洲,United States,"Chicago, Illinois",John Hancock Center parking-garage fire,2018-02-11,2018,A vehicle burned on the 7th-floor garage level of the 100-storey mixed-use tower; sprinklers held the fire.,vehicle fire; detailed ignition cause not stated,No injuries; about 150 firefighters responded.,https://www.cbsnews.com/chicago/news/john-hancock-center-parking-garage-car-fire/,41.8988,-87.623,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,mixed-use tower parking garage,100 floors; 344 m roof / 457 m antenna,未检索到,completed 1969,0,0,,B1,confirmed,严格确认,"CBS Chicago directly reports date, 7th-floor location, response and no injuries; CTIF also lists the event.",区域代理-美洲,区域代理-美洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
