event_id,continent,country,location,event_name,event_date,event_summary,source_url,latitude,longitude,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,cause,fire_spread,urban_fire_resilience_gap,impact,event_year,source_domain,source_grade,city_label_en,building_use_group,building_height_m_reported,building_storeys_reported,external_trigger,arson_trigger,construction_related,facade_fire,valid_geocode,possible_duplicate,analysis_extended,analysis_core,cohort_reason,source_file_sha256
HRF-0179,北美洲,United States,Chattanooga,Mary Walker Towers高层公寓火灾 / Mary Walker Towers fire,2025-10-11,市消防部门处置两级高层火灾；7人失所，无伤亡,https://chattanooga.gov/stay-informed/latest-news/market-street-high-rise-fire-response,35.0456,-85.3097,高层建筑火灾,住宅,官方称高层；2层单元起火,未检索到,未检索到,0.0,0.0,7.0,未公布/调查中,2层住宅单元起火,7名住户暂时失所,市消防部门处置两级高层火灾；7人失所，无伤亡,2025,chattanooga.gov,A,Chattanooga,Residential,,2.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0180,欧洲,Sweden,Landskrona,兰斯克鲁纳十层住宅楼火灾 / Landskrona apartment fire,2025-10-13,10层住宅火灾造成1人死亡、4人受伤；7–9层居民疏散,https://polisen.se/aktuellt/handelser/2025/oktober/13/13-oktober-03.03-brand-landskrona/,55.8708,12.8302,高层建筑火灾,住宅,10层；7层起火,未检索到,未检索到,1.0,4.0,,未公布/调查中,7层公寓起火并造成上部楼层浓烟,多个住宅暂不可居,10层住宅火灾造成1人死亡、4人受伤；7–9层居民疏散,2025,polisen.se,B,Landskrona,Residential,,10.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0181,亚洲,"中国香港特别行政区 / Hong Kong SAR, China","华懋大厦，干诺道中34至37号，中环，香港特别行政区 / Chinachem Tower, 34–37 Connaught Road Central, Central, Hong Kong SAR",香港中环华懋大厦三级火 / Chinachem Tower fire,2025-10-18,香港中环华懋大厦外墙棚架发生三级火警，4人送院、58人疏散。,https://gbcode.rthk.hk/TuniS/news.rthk.hk/rthk/ch/component/k2/1827760-20251018.htm,22.28299,114.15846,高层建筑外立面火灾,商业办公楼,原专题汇编称25层；独立建筑资料待补,外墙棚架为主，建筑内部未严重受影响,未检索到,0.0,4.0,58.0,最终起火原因仍在调查,维修工程外墙棚架快速燃烧并波及邻近建筑及地面物件,外墙维修期间棚架火势发展迅速，消防需动用184名消防及救护人员和无人机,4人送院；58人自行疏散，另有被困人员获救,2025,gbcode.rthk.hk,B,Hong Kong,Office/government,,25.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0182,北美洲,United States,Hollywood,Edgewater Beach Towers高层火灾 / Edgewater Beach Towers fire,2025-10-21,12层高层顶层火灾；1名老人送医评估，1名消防员和1名警员因烟气吸入送医,https://www.local10.com/news/local/2025/10/21/crews-respond-to-high-rise-fire-on-hollywood-beach/,26.0112,-80.1495,高层建筑火灾,住宅,12层；顶层单元起火,未检索到,未检索到,0.0,3.0,,未公布/调查中,顶层住宅单元起火,高层外部救援与烟气暴露,12层高层顶层火灾；1名老人送医评估，1名消防员和1名警员因烟气吸入送医,2025,local10.com,B,Hollywood,Residential,,12.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0183,欧洲,Bosnia and Herzegovina,Tuzla,Tuzla retirement home fire,2025-11-04,Tuzla Retirement Home高层建筑火灾；建筑高度记录为 未列明。死亡人数：17。Tuzla retirement home fire,https://en.wikipedia.org/wiki/Tuzla_retirement_home_fire,44.53842,18.66709,高层建筑火灾,healthcare/care,未检索到,未检索到,未检索到,17.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：17。Tuzla retirement home fire,2025,en.wikipedia.org,C,Tuzla,Healthcare,,,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0184,南美洲,Brazil,São Paulo,圣保罗São João公寓楼火灾 / Avenida São João apartment fire,2025-11-11,中心城区公寓火灾迫使住户疏散；无伤亡报道,https://www1.folha.uol.com.br/cotidiano/2025/11/fogo-atinge-apartamento-na-avenida-sao-joao-centro-de-sao-paulo.shtml,-23.5505,-46.6333,高层建筑火灾,住宅,总层数待核实；4层单元起火,未检索到,未检索到,0.0,0.0,,未公布/调查中,4层住宅单元起火，楼上住户经烟雾楼梯疏散,总层数未获可靠来源确认,中心城区公寓火灾迫使住户疏散；无伤亡报道,2025,www1.folha.uol.com.br,B,São Paulo,Residential,,4.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0185,欧洲,Croatia,"Vjesnik Tower, Zagreb, City of Zagreb, Croatia",Vjesnik Tower fire,2025-11-17,萨格勒布地标高层办公塔发生大火，建筑内部和上部楼层严重损毁。,https://apnews.com/article/09f6463cc7981e4ee74cc79fbe922b07,45.7997,15.9614,high-rise office fire,office / former newspaper headquarters,about 16 storeys / landmark tower,未检索到,older landmark office tower,0.0,0.0,0.0,未核实。,未检索到/待核实,未检索到/待核实,建筑几乎被完全烧毁；无人员伤亡。,2025,apnews.com,B,Zagreb,Office/government,,16.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0186,亚洲,"中国香港特别行政区 / Hong Kong SAR, China","宏福苑，大埔区，新界，香港特别行政区 / Wang Fuk Court, Tai Po District, New Territories, Hong Kong SAR",香港大埔宏福苑五级火灾 / Wang Fuk Court fire,2025-11-26,香港大埔宏福苑发生五级火灾，168人死亡、79名伤者接受公立医院治疗，8栋高层住宅中7栋受灾。,https://www.info.gov.hk/gia/general/202601/15/P2026011500613p.htm,22.44695,114.17545,高层住宅建筑群火灾,资助出售住宅屋苑,8栋约31层住宅塔楼，其中7栋受火灾影响,7栋住宅塔楼受影响；具体逐栋过火楼层范围待最终调查报告核实,1983年落成，事发时约42年,168.0,79.0,,跨部门调查报告认为最可能是低层风井平台的未熄灭烟头或其他发光源点燃纸箱等可燃物；独立委员会最终报告尚未发布,大修期间非阻燃棚网及帆布、可燃泡沫板、棚架和楼梯逃生路线开口使火势迅速扩散并妨碍疏散,装修材料合规、工程监督、消防警报、招投标及政府监管问题正在独立委员会及刑事程序中审查,香港警方最终确认168人死亡；79名伤者曾在公立医院接受治疗；七座高层住宅受灾，数千居民流离失所,2025,info.gov.hk,A,Hong Kong,Residential,,31.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0187,北美洲,Canada,"Toronto, Ontario",11 Thorncliffe Park Drive high-rise fire,2025-11-27,"Construction-related fire spread through concealed spaces and into the adjacent tower, displacing residents for weeks.",https://www.oafc.on.ca/about/announcements/fire-news-headlines/charges-laid-thorncliffe-park-condo-fire-burned-weeks,43.7045,-79.349,high-rise building fire,residential condominium,11 Thorncliffe section rises 10 floors; connected neighboring high-rise also affected,未检索到,existing building; construction work underway,0.0,,408.0,construction ignition sources used near combustible materials,未检索到/待核实,未检索到/待核实,All 408 units across two connected towers were evacuated; no deaths reported.,2025,oafc.on.ca,B,Toronto,Residential,,10.0,False,False,True,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0188,亚洲,Indonesia,Jakarta,雅加达Terra Drone办公楼火灾 / Terra Drone Indonesia building fire,2025-12-09,7层办公与设备储存建筑火灾造成22人死亡，54人幸存,https://inp.polri.go.id/artikel/terra-drone-ceo-named-suspect-in-fatal-central-jakarta-shop-house-fire,-6.2088,106.8456,高层建筑火灾,办公兼设备与电池储存,7层,未检索到,未检索到,22.0,,,警方认为坠落或失效的无人机锂聚合物电池最可能引燃周边可燃物,电池与无人机材料集中存放，空间拥挤且防火分隔不足,企业电池储存和消防管理被指存在过失，首席执行官被列为嫌疑人,7层办公与设备储存建筑火灾造成22人死亡，54人幸存,2025,inp.polri.go.id,B,Jakarta,Office/government,,7.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0189,亚洲,中国 / China,"潮南区，汕头市，广东省 / Chaonan District, Shantou, Guangdong",汕头潮南“12·9”自建房重大火灾 / Shantou Chaonan self-built house fire,2025-12-09,4层商住自建房火灾造成12人死亡，另有8人被救出,https://www.haojiang.gov.cn/sthjgxj/gkmlpt/content/2/2497/post_2497130.html,23.3541,116.682,高层建筑火灾,商住混合自建房,4层,未检索到,未检索到,12.0,,8.0,未公布；官方初步排除人为纵火,下店上宅混合使用、自建房内部可燃物和竖向烟火传播风险,防火分隔、逃生和消防设施情况仍在调查,4层商住自建房火灾造成12人死亡，另有8人被救出,2025,haojiang.gov.cn,A,Shantou,Unknown/other,,4.0,False,True,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0190,亚洲,Malaysia,Kuala Lumpur,吉隆坡Tiffani by i-ZEN公寓火灾 / Tiffani by i-ZEN condominium fire,2025-12-10,高层公寓26层火灾造成1名38岁男子死亡,https://bernama.com/bm/news.php?id=2501146,3.139,101.6869,高层建筑火灾,住宅,28层及36层住宅塔楼；26层单元起火,未检索到,未检索到,1.0,0.0,,未公布；警方排除刑事破坏，消防调查中,26层住宅单元起火,报道指楼内消防系统或水压可能不足，尚待正式调查,高层公寓26层火灾造成1名38岁男子死亡,2025,bernama.com,B,Kuala Lumpur,Residential,,28.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0191,北美洲,Canada,Toronto,North York高层公寓火灾 / North York high-rise fire,2025-12-22,高层公寓4层火灾；2人伤势严重但无生命危险,https://toronto.citynews.ca/2025/12/22/2-injured-in-north-york-high-rise-fire/,43.6532,-79.3832,高层建筑火灾,住宅,高层住宅；4层单元起火,未检索到,未检索到,0.0,2.0,,未公布/调查中,4层住宅单元起火,两名住户严重受伤,高层公寓4层火灾；2人伤势严重但无生命危险,2025,toronto.citynews.ca,B,Toronto,Residential,,4.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0192,非洲,Nigeria,Lagos,Great Nigeria Insurance House fire,2025-12-24,25层高层商用建筑4层起火并广泛破坏楼内商品及相邻物业。,https://www.premiumtimesng.com/regional/ssouth-west/847370-lagos-inferno-fire-service-confirms-eight-dead-demolition-underway.html,6.454,3.392,high-rise commercial fire,商业、零售及仓储,约22–25层；官方后续通报常用25层,未检索到,同一老旧建筑2013年曾发生重大火灾,8.0,,13.0,火源位于4层办公室/商铺区域；州长称与人为失误有关，但具体点火机制未公开,服装仓储等高火荷载、储存不当和相连建筑布局导致火势快速上蔓并波及邻楼,老旧高层在2013年火灾后仍被大量仓储使用；高层到达、周边密集商业和长期整改不足放大损失,8人死亡、13人获救；建筑及周边商业严重烧损，政府批准受控拆除,2025,premiumtimesng.com,B,Lagos,Commercial,,25.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0193,北美洲,Canada,Winnipeg,Winnipeg Carlton Street十层高层火灾 / Carlton Street high-rise fire,2025-12-27,10层高层火灾；部分住户疏散、部分就地避险，无伤亡,https://www.winnipeg.ca/news/2025-12-28-winnipeg-fire-paramedic-service-responds-fire-carlton-street,49.8951,-97.1384,高层建筑火灾,住宅,10层,未检索到,未检索到,0.0,0.0,,未公布/调查中,十层高层内发生火灾,消防同时实施疏散与就地避险,10层高层火灾；部分住户疏散、部分就地避险，无伤亡,2025,winnipeg.ca,B,Winnipeg,Residential,,10.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0194,欧洲,Germany,München,慕尼黑奥运村高层住宅火灾 / Munich Olympic Village high-rise fire,2026-01-09,高层住宅火灾造成1名70岁以上住户死亡；约80名消防人员响应,https://www.presseportal.de/blaulicht/pm/131419/6193487,48.1351,11.582,高层建筑火灾,住宅,消防明确称高层；7–8层受影响,未检索到,未检索到,1.0,,,未公布/调查中,7层起火并延烧8层阳台,多户暂不可居，住户需临时安置,高层住宅火灾造成1名70岁以上住户死亡；约80名消防人员响应,2026,presseportal.de,B,München,Residential,,8.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0195,南美洲,Colombia,Bogotá,Bogotá La Alameda多层寄宿楼火灾 / La Alameda boarding-building fire,2026-01-17,5层建筑火灾；18名成人和3名未成年人撤离，2人因烟气现场评估,https://www.infobae.com/colombia/2026/01/18/incendio-estructural-en-edificio-de-cinco-pisos-del-centro-de-bogota-deja-personas-y-animales-rescatados/,4.711,-74.0721,高层建筑火灾,寄宿/住宅,5层,未检索到,未检索到,0.0,2.0,21.0,未公布/调查中,4层起火并影响多层搜救,多用途寄宿楼疏散条件受压,5层建筑火灾；18名成人和3名未成年人撤离，2人因烟气现场评估,2026,infobae.com,B,Bogotá,Residential,,5.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0196,亚洲,Pakistan,Karachi,卡拉奇Gul Plaza购物中心火灾 / Gul Plaza Shopping Mall fire,2026-01-17,4层加地下室购物中心火灾；后续警方和法院报道确认72人死亡，另有至少20人受伤；其他报告有79–80人口径,https://www.dawn.com/news/amp/2010855,24.8607,67.0011,高层建筑火灾,大型购物中心,4层加地下室；约1200个商铺,未检索到,未检索到,72.0,20.0,,原因口径冲突：早期调查称商店意外起火，NDMA称儿童玩火柴；法院命令重新调查,空调风管、商铺高火荷载及受阻出口促进烟火传播,出口受阻和商业建筑消防管理失效,4层加地下室购物中心火灾；后续警方和法院报道确认72人死亡，另有至少20人受伤；其他报告有79–80人口径,2026,dawn.com,B,Karachi,Unknown/other,,4.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0197,北美洲,United States,New York City,纽约市高层公寓燃气爆炸火灾 / New York City high-rise gas-explosion fire,2026-01-24,高层公寓顶层燃气爆炸及火灾造成1人死亡、14人受伤,https://apnews.com/article/5df2d2cd37ef8540356894dc617d18cf,40.7128,-74.006,高层建筑火灾,住宅,高层住宅；顶层受影响,未检索到,未检索到,1.0,14.0,,燃气爆炸；具体泄漏环节调查中,爆炸后火势蔓延至公寓楼顶层,冬季极低温条件下开展高层救援,高层公寓顶层燃气爆炸及火灾造成1人死亡、14人受伤,2026,apnews.com,B,New York City,Residential,,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0198,亚洲,India,Mumbai,孟买Suvidha Pearl高层住宅火灾 / Suvidha Pearl high-rise fire,2026-02-09,13层住宅顶层火灾造成1名女性死亡；伤者报道存在1人和2人两种口径,https://indianexpress.com/article/mumbai/defunct-sprinklers-empty-tanks-blamed-death-fire-mumbais-vile-parle-10524687/,19.076,72.8777,高层建筑火灾,住宅,13层；顶层起火,未检索到,未检索到,1.0,,,消防后续倾向由住宅内油灯引燃；早期电气竖井说法未获最终确认,顶层住宅火灾和浓烟,楼内喷淋失效、水箱无水或供水不足，固定消防系统未正常运作,13层住宅顶层火灾造成1名女性死亡；伤者报道存在1人和2人两种口径,2026,indianexpress.com,B,Mumbai,Residential,,13.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0199,亚洲,Vietnam,Nha Trang,芽庄P.H.公寓火灾 / P.H. Nha Trang apartment fire,2026-02-12,26层住宅塔16层火灾造成2人死亡，多名居民疏散,https://e.vnexpress.net/news/news/two-killed-in-nha-trang-apartment-complex-fire-5040670.html,12.2388,109.1967,高层建筑火灾,住宅,26层；16层起火,未检索到,未检索到,2.0,,,未公布；已知火灾首先在卧室出现,16层住宅产生大量浓烟,消防系统与治理失效尚未由官方公布,26层住宅塔16层火灾造成2人死亡，多名居民疏散,2026,e.vnexpress.net,B,Nha Trang,Residential,,26.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0200,亚洲,South Korea,Seoul,首尔银马公寓火灾 / Eunma Apartments fire,2026-02-24,14层老旧公寓8层火灾造成1名少女死亡、3人受伤，约70人疏散,https://en.yna.co.kr/view/AEN20260224001951315,37.5665,126.978,高层建筑火灾,住宅,14层；8层起火,未检索到,1979年建成,1.0,3.0,70.0,未公布/调查中,8层住宅火灾产生浓烟并影响上层,1979年建成且因早于相关法规未装喷淋；双排停车妨碍消防车辆进入,14层老旧公寓8层火灾造成1名少女死亡、3人受伤，约70人疏散,2026,en.yna.co.kr,B,Seoul,Residential,,14.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0201,亚洲,Bahrain,Manama,Era View Tower fire,2026-02-28,Era View Tower高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Fire following an Iranian suicide drone attack,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,26.22787,50.58565,高层建筑火灾,未检索到,未检索到,未检索到,未检索到,0.0,,,conflict-related attack,未检索到/待核实,未检索到/待核实,死亡人数：0。Fire following an Iranian suicide drone attack,2026,en.wikipedia.org,C,Manama,Unknown/other,,,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0202,北美洲,United States,Syracuse,Syracuse Nob Hill Apartments火灾 / Nob Hill Apartments fire,2026-02-28,公寓火灾造成1名住户因热损伤和烟气吸入死亡；另一名死者不计入火灾死亡,https://www.syr.gov/News/City-News/City-2026/2026-07-15-Mayors-Office-News-400PM,43.0481,-76.1474,高层建筑火灾,住宅,多层公寓；高层属性待核实,未检索到,未检索到,1.0,,,经消防调查列为原因未定,起火于住宅后部生活空间,同日发现的第二名死者经法医认定与火灾无关,公寓火灾造成1名住户因热损伤和烟气吸入死亡；另一名死者不计入火灾死亡,2026,syr.gov,A,Syracuse,Residential,,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0203,亚洲,United Arab Emirates,Dubai,Burj Al Arab fire,2026-03-01,Burj Al Arab高层建筑火灾；建筑高度记录为 321 m。死亡人数：0。Fire following an Iranian suicide drone attack,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,25.07725,55.30927,高层建筑火灾,未检索到,321 m,未检索到,未检索到,0.0,,,conflict-related attack,未检索到/待核实,未检索到/待核实,死亡人数：0。Fire following an Iranian suicide drone attack,2026,en.wikipedia.org,C,Dubai,Unknown/other,321.0,,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0204,亚洲,Kuwait,Kuwait City,PIFSS Headquarters fire,2026-03-08,PIFSS Headquarters高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Fire following an Iranian suicide drone attack,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,29.367,47.97429,高层建筑火灾,office/government,未检索到,未检索到,未检索到,0.0,,,conflict-related attack,未检索到/待核实,未检索到/待核实,死亡人数：0。Fire following an Iranian suicide drone attack,2026,en.wikipedia.org,C,Kuwait City,Office/government,,,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0205,亚洲,United Arab Emirates,Dubai,Address Grand Creek Harbour Tower 2 fire,2026-03-11,Address Grand Creek Harbour Tower 2高层建筑火灾；建筑高度记录为 266 m。死亡人数：0。Fire following an Iranian suicide drone attack,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,25.07725,55.30927,高层建筑火灾,未检索到,266 m,未检索到,未检索到,0.0,,,conflict-related attack,未检索到/待核实,未检索到/待核实,死亡人数：0。Fire following an Iranian suicide drone attack,2026,en.wikipedia.org,C,Dubai,Unknown/other,266.0,,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0206,大洋洲,New Zealand,Auckland,奥克兰大学法学院多层建筑火灾 / University of Auckland Law School fire,2026-03-12,至少7层大学建筑2层火灾；约200–300人疏散，无伤亡,https://www.rnz.co.nz/news/national/589398/university-of-auckland-building-on-fire,-36.8485,174.7633,高层建筑火灾,教育建筑,至少7层,未检索到,未检索到,0.0,0.0,200.0,据信由灯具起火，非可疑,2层火灾触发喷淋并造成水损,约200–300人疏散,至少7层大学建筑2层火灾；约200–300人疏散，无伤亡,2026,rnz.co.nz,B,Auckland,Unknown/other,,7.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0207,北美洲,Canada,Ottawa,Ottawa Somerset Street高层公寓火灾 / Somerset Street high-rise fire,2026-03-14,高层住宅19层火灾；3人最终死亡，另有住户获救,https://ottawa.citynews.ca/2026/03/15/2-dead-following-high-rise-fire-in-centretown/,45.4215,-75.6972,高层建筑火灾,住宅,高层住宅；19层单元起火,未检索到,未检索到,3.0,,,未公布/调查中,19层住宅单元出现全室火焰和浓烟,多名住户被困于起火单元及阳台,高层住宅19层火灾；3人最终死亡，另有住户获救,2026,ottawa.citynews.ca,B,Ottawa,Residential,,19.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0208,北美洲,United States,"New York City, New York",6 East 43rd Street rooftop high-rise fire,2026-03-17,A large rooftop fire involving HVAC/generator equipment burned on a Midtown high-rise near the St. Patrick's Day Parade route.,https://www.cbsnews.com/newyork/news/fire-midtown-manhattan-nyc/,40.7534,-73.9797,high-rise building fire,office,reported as 28-storey high-rise,未检索到,existing building,0.0,0.0,,reported HVAC/backup-generator fire; formal cause under investigation,未检索到/待核实,未检索到/待核实,No deaths or injuries reported in consulted coverage.,2026,cbsnews.com,B,New York City,Office/government,,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0209,亚洲,India,Delhi,德里Palam四层住宅火灾 / Palam residential-building fire,2026-03-18,4层住宅火灾造成同一家族9人死亡、3人受伤,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2244407&lang=1&reg=3,28.6139,77.209,高层建筑火灾,住宅,4层,未检索到,未检索到,9.0,3.0,,确切原因调查中，初步怀疑电气短路,浓烟在住宅和楼梯区域扩散，家庭成员被困,行政调查称Bronto Skylift高空救援车故障且人员缺乏训练，救援延误,4层住宅火灾造成同一家族9人死亡、3人受伤,2026,pib.gov.in,A,Delhi,Residential,,4.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0210,欧洲,United Kingdom,London,伦敦Deptford多层住宅楼火灾 / Deptford apartment-block fire,2026-03-24,6层住宅楼多层火灾；约50人疏散，无伤亡,https://www.london-fire.gov.uk/incidents/2026/march/fire-at-block-of-flats-deptford/,51.5074,-0.1278,高层建筑火灾,住宅,6层；2–4层受影响,未检索到,未检索到,0.0,0.0,50.0,不安全处置吸烟材料,2–4层三套住宅及阳台受损,约50名住户疏散,6层住宅楼多层火灾；约50人疏散，无伤亡,2026,london-fire.gov.uk,A,London,Residential,,6.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0211,亚洲,中国 / China,"亲贤北街商住楼，小店区，太原市，山西省 / Qinxian North Street mixed-use building, Xiaodian District, Taiyuan, Shanxi",太原亲贤北街商住楼火灾 / Taiyuan Qinxian North Street mixed-use building fire,2026-03-28,16层商住酒店综合楼火灾造成3人死亡、23人受伤，其中9人重伤,https://www.news.cn/politics/20260331/46856d2a95444d5ab291600f81c5203f/c.html,37.8706,112.5489,高层建筑火灾,商住、餐饮及酒店混合建筑,主楼地上16层、地下2层，另有4层裙房；8层以上为酒店,未检索到,未检索到,3.0,23.0,,最终原因未公布；火灾最初出现在首层餐饮区域附近,外墙几何构造、外置烟道及立面材料促使火焰快速向上蔓延,混合业态建筑防火分隔、外立面和竖向传播控制问题待正式调查,16层商住酒店综合楼火灾造成3人死亡、23人受伤，其中9人重伤,2026,news.cn,B,Taiyuan,Hotel,,16.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0212,北美洲,United States,Wilkinsburg,Wilkinsburg高层公寓火灾 / Wilkinsburg high-rise fire,2026-03-30,官方高层住宅火灾造成1人死亡,https://www.pittsburghpa.gov/News-articles/Public-Safety-Blotter/2026/Pittsburgh-Fire-Responds-to-High-Rise-Fire-in-Wilkinsburg,40.4412,-79.88199,高层建筑火灾,住宅,官方称高层；4层单元起火,未检索到,未检索到,1.0,,,未公布/调查中,4层住宅单元起火,高层住宅搜救,官方高层住宅火灾造成1人死亡,2026,pittsburghpa.gov,A,Wilkinsburg,Residential,,4.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0213,欧洲,Germany,Stuttgart,斯图加特Giebel高层住宅火灾 / Stuttgart-Giebel high-rise fire,2026-04-10,消防明确为高层住宅火灾；1人获救并交医护,https://feuerwehr.stuttgart.de/en/oeffentlichkeitsarbeit/aktuelle-meldungen/2026/april/wohnungsbrand-in-einem-hochhaus-stuttgart-giebel,48.7758,9.1829,高层建筑火灾,住宅,消防明确称高层；4层起火,未检索到,未检索到,0.0,1.0,,未公布/调查中,4层阳台和住宅起火,1人由消防从起火住宅救出,消防明确为高层住宅火灾；1人获救并交医护,2026,feuerwehr.stuttgart.de,B,Stuttgart,Residential,,4.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0214,欧洲,Germany,Göttingen,哥廷根Iduna中心疑似纵火事件 / Iduna-Zentrum suspected arson fires,2026-04-27,高层住宅综合体两处独立火点，无伤亡,https://www.presseportal.de/blaulicht/pm/119508/6263785,51.5413,9.9158,高层建筑火灾,住宅综合体,高层；11层走廊和底层洗衣房受影响,未检索到,未检索到,0.0,0.0,,两处火点被警方按疑似纵火调查,11层走廊与底层洗衣房分别出现火点,高层公共区域纵火防控问题,高层住宅综合体两处独立火点，无伤亡,2026,presseportal.de,B,Göttingen,Residential,,11.0,False,True,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
